Model modification adapted from RipeTrack
Truthful reconstruction is used
CMF: average @ 940 nm
Number of parameters: 609,322
Loss functions considered: ['MRAE', 'SAM', 'SID']
Null loss: True
Random seed: 42
Saved to: ../models/HSI/dataset_open/2025_09_23_14_44_18
alpha value: 1
Normalization: False
Data loaded from: /media/sma318/TOSHIBA EXT/dataset_open/data/evoo/HSI
--------------------------------------------
[iter: 20/10000], lr = 0.000398603, train_losses.avg = 0.63687
[iter: 40/10000], lr = 0.000394134, train_losses.avg = 0.47180
[iter: 60/10000], lr = 0.000386660, train_losses.avg = 0.36226
[iter: 80/10000], lr = 0.000376297, train_losses.avg = 0.29723
[iter: 100/10000], lr = 0.000363204, train_losses.avg = 0.25575
[iter: 120/10000], lr = 0.000347587, train_losses.avg = 0.22762
[iter: 140/10000], lr = 0.000329686, train_losses.avg = 0.20514
[iter: 160/10000], lr = 0.000309780, train_losses.avg = 0.18738
[iter: 180/10000], lr = 0.000288179, train_losses.avg = 0.17309
[iter: 200/10000], lr = 0.000265216, train_losses.avg = 0.16186
[iter: 220/10000], lr = 0.000241248, train_losses.avg = 0.15201
[iter: 240/10000], lr = 0.000216648, train_losses.avg = 0.14362
[iter: 260/10000], lr = 0.000191798, train_losses.avg = 0.13614
[iter: 280/10000], lr = 0.000167083, train_losses.avg = 0.12970
[iter: 300/10000], lr = 0.000142886, train_losses.avg = 0.12393
[iter: 320/10000], lr = 0.000119583, train_losses.avg = 0.11890
[iter: 340/10000], lr = 0.000097537, train_losses.avg = 0.11435
[iter: 360/10000], lr = 0.000077088, train_losses.avg = 0.11026
[iter: 380/10000], lr = 0.000058556, train_losses.avg = 0.10652
[iter: 400/10000], lr = 0.000042226, train_losses.avg = 0.10313
[iter: 420/10000], lr = 0.000028353, train_losses.avg = 0.10001
[iter: 440/10000], lr = 0.000017152, train_losses.avg = 0.09720
[iter: 460/10000], lr = 0.000008797, train_losses.avg = 0.09460
[iter: 480/10000], lr = 0.000003417, train_losses.avg = 0.09223
[iter: 500/10000], lr = 0.000001097, train_losses.avg = 0.09004
[iter: 520/10000], lr = 0.000001871, train_losses.avg = 0.08798
[iter: 540/10000], lr = 0.000005729, train_losses.avg = 0.08611
[iter: 560/10000], lr = 0.000012610, train_losses.avg = 0.08436
[iter: 580/10000], lr = 0.000022407, train_losses.avg = 0.08275
[iter: 600/10000], lr = 0.000034968, train_losses.avg = 0.08122
[iter: 620/10000], lr = 0.000050099, train_losses.avg = 0.07980
[iter: 640/10000], lr = 0.000067564, train_losses.avg = 0.07840
[iter: 660/10000], lr = 0.000087092, train_losses.avg = 0.07715
[iter: 680/10000], lr = 0.000108381, train_losses.avg = 0.07595
[iter: 700/10000], lr = 0.000131100, train_losses.avg = 0.07481
[iter: 720/10000], lr = 0.000154896, train_losses.avg = 0.07396
[iter: 740/10000], lr = 0.000179399, train_losses.avg = 0.07301
[iter: 760/10000], lr = 0.000204230, train_losses.avg = 0.07210
[iter: 780/10000], lr = 0.000229004, train_losses.avg = 0.07163
[iter: 800/10000], lr = 0.000253335, train_losses.avg = 0.07121
[iter: 820/10000], lr = 0.000276845, train_losses.avg = 0.07065
